id_candidato,edad,genero,nivel_educativo,titulo,experiencia_anios,habilidades,idiomas,puesto_deseado,localidad,disponibilidad_horaria,trabajo_actual,sector_experiencia,ultima_actualizacion,pretension_salarial
190,50,Femenino,Secundario,Contador Publico,22,Excel,Ingles - Avanzado,Docente,neuquen,Part-Time,No,Tecnologia,2024-12-19,636124
191,18,Otro,Secundario,Diseno Grafico,6,Atencion al cliente,Portugues - Intermedio,Tecnico en sistemas,mendoza,Part-Time,Si,Tecnologia,2025-04-16,384519
192,36,Masculino,Posgrado,Medicina,19,SQL,Sin idiomas,Enfermero/a,cordoba,Part-Time,No,Salud,2024-07-07,695330
193,19,Femenino,Universitario,Psicologia,0,Diseno UX/UI,Ingles - Avanzado,Enfermero/a,san juan,Part-Time,Si,Educacion,2025-01-05,367829
194,43,Femenino,Posgrado,Marketing,13,SQL,Ingles - Basico,Docente,salta,Part-Time,No,Comercio,2025-02-16,536087
195,49,Femenino,Terciario,Contador Publico,23,Python,Ingles - Basico,Abogado/a,cordoba,Remoto,No,Contabilidad,2024-11-04,676183
196,23,Masculino,Universitario,Abogacia,3,Project Management,Ingles - Intermedio,Analista de datos,cordoba,Full-Time,No,Educacion,2025-02-18,390030
197,49,Otro,Universitario,Marketing,16,Excel,Portugues - Intermedio,Vendedor,cordoba,Remoto,Si,Salud,2024-05-17,593629
198,21,Femenino,Universitario,Ingenieria,20,Redaccion,Ingles - Intermedio,Enfermero/a,neuquen,Full-Time,Si,Salud,2025-02-13,609435
199,28,Femenino,Terciario,Arquitectura,13,Ventas,Sin idiomas,Abogado/a,cordoba,Part-Time,Si,Educacion,2025-02-25,525800
200,34,Femenino,Secundario,Marketing,15,SQL,Ingles - Avanzado,Enfermero/a,salta,Remoto,No,Salud,2024-09-08,518156
201,55,Femenino,Universitario,Diseno Grafico,13,Comunicacion,Portugues - Basico,Asistente administrativo,tucuman,Full-Time,Si,Contabilidad,2024-10-30,543473
202,41,Femenino,Terciario,Administracion,15,Diseno UX/UI,Ingles - Intermedio,Vendedor,cordoba,Part-Time,No,Diseno,2024-09-12,523269
203,22,Otro,Terciario,Abogacia,23,SQL,Ingles - Basico,Enfermero/a,mendoza,Part-Time,No,Tecnologia,2024-05-14,647449
204,51,Otro,Posgrado,Medicina,19,Ventas,Portugues - Intermedio,Abogado/a,salta,Remoto,Si,Legal,2024-11-22,680215
205,23,Femenino,Terciario,Medicina,7,Diseno UX/UI,Ingles - Avanzado,Enfermero/a,tucuman,Remoto,Si,Salud,2025-01-02,393454
206,39,Masculino,Universitario,Marketing,23,Redaccion,Frances - Basico,Tecnico en sistemas,neuquen,Remoto,No,Salud,2024-09-06,655668
207,28,Otro,Secundario,Administracion,2,Project Management,Sin idiomas,Docente,cordoba,Part-Time,No,Educacion,2024-12-11,328453
208,33,Masculino,Universitario,Arquitectura,24,Comunicacion,Sin idiomas,Docente,tucuman,Full-Time,No,Tecnologia,2024-09-12,676844
209,50,Otro,Posgrado,Contador Publico,18,SQL,Ingles - Basico,Enfermero/a,mendoza,Full-Time,No,Educacion,2024-08-03,603450
210,26,Femenino,Secundario,Psicologia,0,Ingles,Frances - Basico,Abogado/a,salta,Remoto,Si,Diseno,2024-11-04,303152
211,23,Otro,Secundario,Arquitectura,1,Excel,Sin idiomas,Tecnico en sistemas,salta,Full-Time,Si,Contabilidad,2024-11-12,269849
212,33,Femenino,Terciario,Contador Publico,14,SQL,Portugues - Basico,Analista de datos,neuquen,Part-Time,Si,Educacion,2025-04-26,499762
213,46,Otro,Secundario,Psicologia,21,SQL,Portugues - Intermedio,Analista de datos,neuquen,Full-Time,No,Salud,2024-07-13,676622
214,20,Femenino,Universitario,Administracion,9,Ventas,Portugues - Basico,Tecnico en sistemas,neuquen,Part-Time,No,Tecnologia,2025-04-04,488784
215,37,Femenino,Posgrado,Psicologia,17,Ventas,Sin idiomas,Disenador grafico,tucuman,Remoto,No,Contabilidad,2024-08-12,592604
216,53,Femenino,Terciario,Arquitectura,21,Excel,Portugues - Basico,Abogado/a,cordoba,Full-Time,Si,Salud,2025-01-18,647546
217,36,Femenino,Terciario,Diseno Grafico,13,SQL,Sin idiomas,Analista de datos,rosario,Part-Time,No,Contabilidad,2024-08-24,532019
218,43,Masculino,Terciario,Marketing,16,Atencion al cliente,Portugues - Intermedio,Disenador grafico,salta,Remoto,No,Salud,2025-04-03,589832
219,20,Femenino,Universitario,Contador Publico,12,Redaccion,Portugues - Intermedio,Abogado/a,rosario,Remoto,Si,Salud,2024-12-16,516186
220,36,Masculino,Secundario,Diseno Grafico,0,Ventas,Frances - Basico,Tecnico en sistemas,san juan,Remoto,Si,Salud,2024-09-23,329294
221,37,Masculino,Universitario,Contador Publico,4,Ventas,Portugues - Basico,Contador/a,salta,Remoto,No,Legal,2025-03-24,338847
222,49,Femenino,Universitario,Marketing,12,Atencion al cliente,Ingles - Avanzado,Disenador grafico,neuquen,Full-Time,Si,Comercio,2025-01-18,488311
223,24,Masculino,Universitario,Recursos Humanos,24,Diseno UX/UI,Frances - Basico,Disenador grafico,cordoba,Part-Time,No,Tecnologia,2024-09-12,704916
224,58,Otro,Terciario,Psicologia,13,SQL,Portugues - Intermedio,Enfermero/a,cordoba,Full-Time,Si,Diseno,2024-05-24,524889
225,50,Femenino,Universitario,Administracion,23,Excel,Ingles - Basico,Recepcionista,salta,Part-Time,No,Legal,2025-02-02,657647
226,57,Masculino,Secundario,Recursos Humanos,2,Ventas,Sin idiomas,Recepcionista,tucuman,Remoto,Si,Comercio,2024-08-28,337782
227,56,Femenino,Secundario,Recursos Humanos,14,Excel,Frances - Basico,Abogado/a,san juan,Full-Time,Si,Contabilidad,2024-09-04,491285
228,35,Femenino,Posgrado,Medicina,18,Excel,Ingles - Intermedio,Enfermero/a,neuquen,Remoto,Si,Comercio,2024-12-07,621692
229,57,Femenino,Universitario,Ingenieria,16,Redaccion,Ingles - Avanzado,Docente,cordoba,Part-Time,Si,Comercio,2024-10-11,610743
230,18,Masculino,Secundario,Arquitectura,2,Ingles,Sin idiomas,Vendedor,san juan,Remoto,No,Legal,2024-11-24,357268
231,28,Otro,Terciario,Diseno Grafico,15,Ventas,Frances - Basico,Contador/a,san juan,Full-Time,No,Tecnologia,2025-03-26,515089
232,45,Otro,Terciario,Diseno Grafico,13,Comunicacion,Portugues - Intermedio,Vendedor,cordoba,Full-Time,Si,Educacion,2025-02-04,483283
233,42,Masculino,Terciario,Diseno Grafico,11,Diseno UX/UI,Portugues - Intermedio,Disenador grafico,mendoza,Part-Time,No,Comercio,2024-06-27,472665
234,40,Femenino,Terciario,Diseno Grafico,11,Excel,Ingles - Avanzado,Asistente administrativo,san juan,Part-Time,Si,Educacion,2024-07-30,484198
235,48,Masculino,Secundario,Arquitectura,10,Ventas,Ingles - Intermedio,Analista de datos,cordoba,Full-Time,Si,Educacion,2024-12-08,430264
236,47,Masculino,Terciario,Recursos Humanos,16,Diseno UX/UI,Frances - Basico,Analista de datos,mendoza,Full-Time,No,Salud,2024-09-09,591219
237,59,Masculino,Universitario,Arquitectura,7,Comunicacion,Frances - Basico,Enfermero/a,cordoba,Full-Time,No,Educacion,2025-01-25,455421
238,52,Femenino,Universitario,Diseno Grafico,16,Ventas,Portugues - Basico,Recepcionista,cordoba,Full-Time,No,Contabilidad,2024-11-17,592182
239,24,Masculino,Universitario,Ingenieria,20,SQL,Ingles - Basico,Asistente administrativo,san juan,Part-Time,No,Contabilidad,2025-03-07,602004
240,33,Femenino,Secundario,Abogacia,24,Excel,Portugues - Intermedio,Enfermero/a,tucuman,Full-Time,No,Salud,2024-08-18,695018
241,43,Masculino,Posgrado,Marketing,22,Comunicacion,Frances - Basico,Disenador grafico,tucuman,Part-Time,No,Tecnologia,2024-10-28,605395
242,19,Otro,Universitario,Diseno Grafico,19,SQL,Frances - Basico,Asistente administrativo,neuquen,Full-Time,No,Diseno,2024-05-26,650021
243,18,Masculino,Universitario,Administracion,10,Excel,Sin idiomas,Analista de datos,cordoba,Full-Time,Si,Tecnologia,2024-06-16,518029
244,29,Masculino,Universitario,Abogacia,24,Python,Sin idiomas,Abogado/a,neuquen,Remoto,No,Contabilidad,2025-04-03,687028
245,22,Otro,Posgrado,Arquitectura,24,Project Management,Frances - Basico,Disenador grafico,neuquen,Remoto,Si,Diseno,2025-04-14,758187
246,54,Femenino,Universitario,Administracion,1,Atencion al cliente,Ingles - Intermedio,Enfermero/a,neuquen,Full-Time,No,Salud,2025-02-25,353108
247,49,Femenino,Terciario,Administracion,9,Excel,Ingles - Basico,Docente,neuquen,Part-Time,No,Tecnologia,2024-05-28,456872
248,26,Masculino,Universitario,Contador Publico,9,Comunicacion,Frances - Basico,Tecnico en sistemas,salta,Full-Time,Si,Diseno,2024-06-20,485185
249,58,Otro,Universitario,Administracion,10,Comunicacion,Ingles - Avanzado,Disenador grafico,san juan,Remoto,Si,Diseno,2024-09-24,585597
250,52,Femenino,Universitario,Diseno Grafico,5,Project Management,Portugues - Intermedio,Disenador grafico,san juan,Full-Time,Si,Comercio,2024-10-28,455333
251,36,Masculino,Universitario,Contador Publico,3,Ventas,Portugues - Basico,Docente,salta,Remoto,Si,Tecnologia,2024-11-02,406033
252,33,Otro,Secundario,Medicina,23,Atencion al cliente,Sin idiomas,Contador/a,cordoba,Full-Time,No,Salud,2025-03-22,617616
253,20,Femenino,Terciario,Recursos Humanos,11,Diseno UX/UI,Ingles - Avanzado,Abogado/a,salta,Full-Time,No,Diseno,2025-01-24,489307
254,37,Femenino,Posgrado,Administracion,10,Excel,Portugues - Intermedio,Docente,cordoba,Part-Time,Si,Contabilidad,2024-10-06,485607
255,41,Otro,Universitario,Ingenieria,22,Ventas,Sin idiomas,Vendedor,tucuman,Remoto,Si,Comercio,2024-08-24,694663
256,50,Otro,Universitario,Marketing,22,SQL,Ingles - Intermedio,Vendedor,san juan,Remoto,No,Educacion,2024-07-03,674214
257,41,Otro,Terciario,Administracion,24,Diseno UX/UI,Sin idiomas,Disenador grafico,rosario,Remoto,No,Educacion,2024-10-01,646265
258,28,Otro,Terciario,Medicina,12,Atencion al cliente,Ingles - Basico,Contador/a,mendoza,Part-Time,Si,Educacion,2025-04-26,502433
259,25,Masculino,Posgrado,Psicologia,4,Ventas,Ingles - Basico,Analista de datos,san juan,Full-Time,No,Contabilidad,2024-05-24,394518
260,53,Otro,Universitario,Arquitectura,5,Ingles,Portugues - Intermedio,Contador/a,salta,Part-Time,No,Diseno,2024-08-31,419536
261,55,Femenino,Universitario,Arquitectura,0,Diseno UX/UI,Ingles - Avanzado,Vendedor,salta,Full-Time,Si,Salud,2025-01-12,314228
262,57,Femenino,Terciario,Medicina,5,Redaccion,Portugues - Basico,Contador/a,tucuman,Part-Time,Si,Educacion,2025-02-16,395824
263,37,Masculino,Universitario,Psicologia,17,Redaccion,Ingles - Intermedio,Contador/a,salta,Part-Time,Si,Tecnologia,2025-03-26,617514
264,52,Femenino,Terciario,Arquitectura,21,Excel,Portugues - Intermedio,Abogado/a,cordoba,Remoto,Si,Educacion,2025-01-02,633409
265,42,Femenino,Universitario,Arquitectura,8,Excel,Ingles - Intermedio,Disenador grafico,cordoba,Part-Time,No,Diseno,2024-10-22,448274
266,52,Otro,Terciario,Arquitectura,23,Excel,Ingles - Basico,Abogado/a,rosario,Full-Time,Si,Legal,2025-04-01,671098
267,42,Femenino,Terciario,Medicina,24,Atencion al cliente,Frances - Basico,Analista de datos,rosario,Part-Time,No,Contabilidad,2024-12-02,700915
268,46,Masculino,Universitario,Recursos Humanos,14,Ingles,Frances - Basico,Analista de datos,san juan,Part-Time,No,Legal,2024-11-06,516785
269,35,Otro,Posgrado,Marketing,7,Ventas,Portugues - Basico,Vendedor,rosario,Full-Time,No,Educacion,2025-02-15,472819
270,35,Otro,Secundario,Medicina,18,SQL,Ingles - Intermedio,Enfermero/a,cordoba,Remoto,No,Diseno,2024-09-17,609526
271,19,Masculino,Universitario,Psicologia,23,Python,Portugues - Intermedio,Docente,neuquen,Full-Time,Si,Educacion,2024-09-30,702209
272,52,Otro,Terciario,Administracion,15,Comunicacion,Portugues - Basico,Recepcionista,neuquen,Full-Time,No,Legal,2024-06-06,546732
273,33,Otro,Terciario,Recursos Humanos,5,SQL,Sin idiomas,Disenador grafico,rosario,Full-Time,Si,Diseno,2025-04-02,414192
274,58,Masculino,Secundario,Recursos Humanos,5,Ventas,Sin idiomas,Enfermero/a,rosario,Part-Time,No,Contabilidad,2024-10-06,388574
275,53,Otro,Terciario,Administracion,21,Ingles,Ingles - Avanzado,Disenador grafico,cordoba,Part-Time,Si,Contabilidad,2024-09-16,657608
276,50,Masculino,Universitario,Ingenieria,2,Atencion al cliente,Frances - Basico,Docente,tucuman,Full-Time,No,Educacion,2025-03-21,309283
277,21,Masculino,Secundario,Contador Publico,9,Diseno UX/UI,Portugues - Intermedio,Docente,san juan,Full-Time,No,Contabilidad,2024-11-25,388397
278,50,Femenino,Terciario,Marketing,0,SQL,Ingles - Intermedio,Asistente administrativo,salta,Remoto,Si,Comercio,2024-12-11,350144
279,31,Femenino,Posgrado,Marketing,13,Diseno UX/UI,Portugues - Basico,Abogado/a,san juan,Part-Time,Si,Diseno,2024-07-30,509842
280,38,Otro,Secundario,Ingenieria,3,Python,Portugues - Intermedio,Vendedor,mendoza,Part-Time,Si,Diseno,2024-08-17,357046
281,37,Otro,Universitario,Contador Publico,11,Ventas,Portugues - Basico,Asistente administrativo,neuquen,Part-Time,Si,Contabilidad,2024-09-18,494439
282,25,Masculino,Terciario,Marketing,5,Ingles,Portugues - Basico,Analista de datos,neuquen,Part-Time,No,Diseno,2025-04-07,365115
283,24,Otro,Universitario,Psicologia,10,Ventas,Portugues - Basico,Recepcionista,cordoba,Full-Time,No,Legal,2024-12-03,500489
284,20,Masculino,Terciario,Abogacia,11,Comunicacion,Ingles - Intermedio,Vendedor,san juan,Full-Time,No,Salud,2024-06-19,491031
285,34,Masculino,Secundario,Abogacia,9,Atencion al cliente,Portugues - Intermedio,Analista de datos,cordoba,Remoto,No,Legal,2025-05-05,498310
286,50,Otro,Secundario,Marketing,17,Comunicacion,Ingles - Basico,Contador/a,mendoza,Part-Time,No,Tecnologia,2025-02-08,536256
287,29,Masculino,Secundario,Diseno Grafico,6,Ventas,Ingles - Basico,Abogado/a,san juan,Part-Time,Si,Comercio,2024-10-05,433203
288,39,Femenino,Secundario,Marketing,6,Comunicacion,Ingles - Intermedio,Abogado/a,mendoza,Full-Time,Si,Salud,2024-06-28,400572
289,39,Otro,Universitario,Administracion,10,Project Management,Sin idiomas,Abogado/a,rosario,Remoto,No,Educacion,2025-01-13,470170
290,47,Femenino,Posgrado,Administracion,3,Ventas,Ingles - Intermedio,Asistente administrativo,san juan,Full-Time,Si,Diseno,2024-07-29,428977
291,55,Otro,Universitario,Contador Publico,19,Ingles,Frances - Basico,Tecnico en sistemas,mendoza,Part-Time,No,Tecnologia,2025-03-06,641972
292,55,Masculino,Universitario,Arquitectura,0,SQL,Portugues - Basico,Enfermero/a,salta,Part-Time,No,Tecnologia,2025-04-27,341075
293,25,Otro,Secundario,Recursos Humanos,12,Ingles,Portugues - Intermedio,Docente,salta,Remoto,Si,Comercio,2024-06-21,487988
294,44,Femenino,Terciario,Psicologia,17,Project Management,Portugues - Intermedio,Recepcionista,neuquen,Full-Time,No,Salud,2024-10-01,557091
295,44,Masculino,Terciario,Ingenieria,8,SQL,Ingles - Avanzado,Docente,salta,Part-Time,Si,Tecnologia,2024-11-27,415227
296,51,Otro,Terciario,Marketing,23,Project Management,Ingles - Avanzado,Tecnico en sistemas,san juan,Part-Time,No,Salud,2024-06-17,687783
297,38,Otro,Universitario,Arquitectura,23,SQL,Ingles - Basico,Contador/a,salta,Remoto,Si,Salud,2024-07-02,678282
298,47,Otro,Universitario,Arquitectura,8,Ingles,Ingles - Avanzado,Contador/a,salta,Part-Time,No,Contabilidad,2024-07-04,457598
299,50,Femenino,Terciario,Psicologia,22,Ventas,Ingles - Avanzado,Contador/a,rosario,Part-Time,No,Tecnologia,2024-12-09,658394
300,45,Femenino,Terciario,Ingenieria,8,Excel,Ingles - Basico,Vendedor,neuquen,Full-Time,Si,Salud,2024-09-12,447958
301,50,Otro,Universitario,Administracion,9,Redaccion,Frances - Basico,Analista de datos,cordoba,Remoto,No,Comercio,2024-12-24,432121
302,22,Masculino,Universitario,Medicina,1,Redaccion,Sin idiomas,Analista de datos,neuquen,Remoto,No,Tecnologia,2024-06-13,393587
303,36,Masculino,Terciario,Psicologia,5,Project Management,Ingles - Basico,Contador/a,neuquen,Remoto,Si,Comercio,2024-12-31,398635
304,21,Femenino,Posgrado,Arquitectura,14,Redaccion,Sin idiomas,Recepcionista,neuquen,Full-Time,Si,Comercio,2025-04-19,563921
305,52,Masculino,Posgrado,Abogacia,2,Ingles,Ingles - Avanzado,Asistente administrativo,mendoza,Remoto,Si,Salud,2025-03-04,402925
306,34,Femenino,Terciario,Marketing,10,Diseno UX/UI,Portugues - Intermedio,Recepcionista,cordoba,Part-Time,No,Salud,2025-04-22,477096
307,45,Otro,Terciario,Contador Publico,5,Project Management,Ingles - Avanzado,Recepcionista,mendoza,Remoto,Si,Contabilidad,2025-02-16,418011
308,47,Femenino,Universitario,Abogacia,2,SQL,Portugues - Basico,Analista de datos,rosario,Part-Time,Si,Diseno,2024-12-22,386139
309,46,Femenino,Posgrado,Arquitectura,23,Atencion al cliente,Sin idiomas,Abogado/a,rosario,Remoto,Si,Contabilidad,2025-02-18,726535
310,23,Otro,Posgrado,Recursos Humanos,10,Comunicacion,Sin idiomas,Recepcionista,tucuman,Remoto,No,Tecnologia,2024-07-20,550529
311,52,Masculino,Secundario,Diseno Grafico,14,Ingles,Portugues - Basico,Recepcionista,tucuman,Full-Time,Si,Contabilidad,2025-03-03,536508
312,58,Femenino,Terciario,Ingenieria,12,SQL,Portugues - Basico,Docente,rosario,Remoto,No,Educacion,2024-06-25,495186
313,54,Femenino,Universitario,Administracion,19,Diseno UX/UI,Frances - Basico,Abogado/a,rosario,Remoto,No,Tecnologia,2024-07-27,591313
314,41,Otro,Universitario,Marketing,9,Atencion al cliente,Ingles - Intermedio,Analista de datos,mendoza,Full-Time,Si,Comercio,2024-12-11,525033
315,46,Masculino,Secundario,Contador Publico,5,Redaccion,Portugues - Basico,Asistente administrativo,rosario,Part-Time,No,Contabilidad,2024-07-17,367869
316,48,Femenino,Posgrado,Medicina,14,Diseno UX/UI,Sin idiomas,Enfermero/a,san juan,Remoto,No,Contabilidad,2025-04-23,555807
317,52,Otro,Universitario,Administracion,24,Project Management,Portugues - Intermedio,Analista de datos,cordoba,Remoto,No,Diseno,2025-01-09,647899
318,50,Femenino,Universitario,Marketing,17,Python,Sin idiomas,Analista de datos,mendoza,Part-Time,No,Contabilidad,2024-07-17,605154
319,38,Otro,Posgrado,Medicina,17,Python,Sin idiomas,Recepcionista,rosario,Full-Time,No,Salud,2024-11-27,619466
320,49,Masculino,Universitario,Contador Publico,6,Redaccion,Frances - Basico,Docente,mendoza,Remoto,Si,Comercio,2024-10-22,384547
321,40,Masculino,Terciario,Arquitectura,14,Python,Ingles - Intermedio,Tecnico en sistemas,mendoza,Full-Time,Si,Contabilidad,2024-09-17,543598
322,50,Masculino,Universitario,Diseno Grafico,17,Python,Ingles - Intermedio,Contador/a,salta,Part-Time,Si,Legal,2025-04-15,580055
323,20,Masculino,Secundario,Abogacia,17,SQL,Portugues - Basico,Disenador grafico,tucuman,Part-Time,No,Legal,2024-08-08,635709
324,35,Femenino,Universitario,Abogacia,19,SQL,Ingles - Avanzado,Docente,mendoza,Full-Time,Si,Comercio,2024-10-09,607920
325,42,Femenino,Secundario,Arquitectura,8,Comunicacion,Sin idiomas,Tecnico en sistemas,neuquen,Part-Time,No,Contabilidad,2025-04-13,406945
326,59,Masculino,Universitario,Administracion,23,Ventas,Ingles - Basico,Recepcionista,san juan,Part-Time,No,Diseno,2025-01-14,658757
327,48,Masculino,Terciario,Arquitectura,1,Redaccion,Ingles - Avanzado,Recepcionista,san juan,Remoto,No,Educacion,2025-02-21,373336
328,20,Masculino,Secundario,Arquitectura,7,Python,Ingles - Avanzado,Asistente administrativo,mendoza,Full-Time,No,Diseno,2025-05-05,393817
329,57,Femenino,Secundario,Marketing,19,Comunicacion,Ingles - Intermedio,Tecnico en sistemas,neuquen,Remoto,Si,Educacion,2024-07-24,563253
330,41,Masculino,Secundario,Marketing,1,Redaccion,Ingles - Intermedio,Vendedor,san juan,Full-Time,No,Tecnologia,2024-11-27,336208
331,49,Masculino,Universitario,Contador Publico,10,Python,Frances - Basico,Contador/a,salta,Remoto,Si,Tecnologia,2024-06-22,448590
332,39,Masculino,Universitario,Diseno Grafico,6,Ingles,Frances - Basico,Disenador grafico,rosario,Part-Time,Si,Diseno,2024-05-29,448753
333,40,Otro,Universitario,Marketing,5,Excel,Ingles - Intermedio,Asistente administrativo,mendoza,Full-Time,No,Contabilidad,2024-09-28,468441
334,19,Masculino,Secundario,Contador Publico,9,Ingles,Portugues - Intermedio,Docente,salta,Full-Time,Si,Diseno,2024-10-15,451998
335,44,Otro,Secundario,Recursos Humanos,4,Atencion al cliente,Portugues - Intermedio,Docente,cordoba,Full-Time,Si,Tecnologia,2024-11-23,379136
336,59,Otro,Secundario,Arquitectura,10,Redaccion,Ingles - Basico,Tecnico en sistemas,salta,Full-Time,Si,Salud,2024-12-28,476101
337,19,Masculino,Secundario,Arquitectura,0,Ventas,Ingles - Intermedio,Contador/a,tucuman,Part-Time,No,Educacion,2025-02-12,351291
338,43,Otro,Posgrado,Administracion,1,Atencion al cliente,Portugues - Basico,Contador/a,tucuman,Part-Time,No,Comercio,2025-03-12,411296
339,34,Masculino,Terciario,Recursos Humanos,23,Comunicacion,Frances - Basico,Docente,rosario,Part-Time,No,Diseno,2025-02-13,678190
340,57,Femenino,Terciario,Administracion,0,Comunicacion,Ingles - Intermedio,Vendedor,neuquen,Remoto,Si,Contabilidad,2024-06-21,347116
341,50,Femenino,Secundario,Medicina,18,Python,Portugues - Intermedio,Recepcionista,rosario,Part-Time,Si,Contabilidad,2024-10-06,543422
342,26,Femenino,Terciario,Contador Publico,1,Atencion al cliente,Ingles - Intermedio,Contador/a,san juan,Remoto,No,Legal,2025-04-11,358288
343,56,Femenino,Universitario,Contador Publico,20,Python,Portugues - Intermedio,Tecnico en sistemas,neuquen,Remoto,No,Educacion,2025-04-01,609834
